grafana  | Grafana server is running with elevated privileges. This is not recommended
grafana  | logger=migrator t=2025-01-06T19:38:08.726256634Z level=info msg="Executing migration" id="drop index IDX_correlation_uid - v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.72673557Z level=info msg="Migration successfully executed" id="drop index IDX_correlation_uid - v1" duration=478.757µs
grafana  | logger=migrator t=2025-01-06T19:38:08.728403714Z level=info msg="Executing migration" id="drop index IDX_correlation_source_uid - v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.72886314Z level=info msg="Migration successfully executed" id="drop index IDX_correlation_source_uid - v1" duration=459.361µs
grafana  | logger=migrator t=2025-01-06T19:38:08.73105632Z level=info msg="Executing migration" id="Rename table correlation to correlation_tmp_qwerty - v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.738324765Z level=info msg="Migration successfully executed" id="Rename table correlation to correlation_tmp_qwerty - v1" duration=7.267992ms
grafana  | logger=migrator t=2025-01-06T19:38:08.740610851Z level=info msg="Executing migration" id="create correlation v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.741138573Z level=info msg="Migration successfully executed" id="create correlation v2" duration=527.274µs
grafana  | logger=migrator t=2025-01-06T19:38:08.743212085Z level=info msg="Executing migration" id="create index IDX_correlation_uid - v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.743692683Z level=info msg="Migration successfully executed" id="create index IDX_correlation_uid - v2" duration=480.429µs
grafana  | logger=migrator t=2025-01-06T19:38:08.745898325Z level=info msg="Executing migration" id="create index IDX_correlation_source_uid - v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.746393099Z level=info msg="Migration successfully executed" id="create index IDX_correlation_source_uid - v2" duration=494.579µs
grafana  | logger=migrator t=2025-01-06T19:38:08.748158468Z level=info msg="Executing migration" id="create index IDX_correlation_org_id - v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.748630523Z level=info msg="Migration successfully executed" id="create index IDX_correlation_org_id - v2" duration=471.876µs
grafana  | logger=migrator t=2025-01-06T19:38:08.750936551Z level=info msg="Executing migration" id="copy correlation v1 to v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.751047167Z level=info msg="Migration successfully executed" id="copy correlation v1 to v2" duration=112.169µs
grafana  | logger=migrator t=2025-01-06T19:38:08.752754344Z level=info msg="Executing migration" id="drop correlation_tmp_qwerty"
grafana  | logger=migrator t=2025-01-06T19:38:08.753117374Z level=info msg="Migration successfully executed" id="drop correlation_tmp_qwerty" duration=361.323µs
grafana  | logger=migrator t=2025-01-06T19:38:08.755345748Z level=info msg="Executing migration" id="add provisioning column"
grafana  | logger=migrator t=2025-01-06T19:38:08.758062392Z level=info msg="Migration successfully executed" id="add provisioning column" duration=2.716301ms
grafana  | logger=migrator t=2025-01-06T19:38:08.760293547Z level=info msg="Executing migration" id="add type column"
grafana  | logger=migrator t=2025-01-06T19:38:08.763064879Z level=info msg="Migration successfully executed" id="add type column" duration=2.771098ms
grafana  | logger=migrator t=2025-01-06T19:38:08.765600844Z level=info msg="Executing migration" id="create entity_events table"
grafana  | logger=migrator t=2025-01-06T19:38:08.766221589Z level=info msg="Migration successfully executed" id="create entity_events table" duration=613.367µs
grafana  | logger=migrator t=2025-01-06T19:38:08.768227893Z level=info msg="Executing migration" id="create dashboard public config v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.768885956Z level=info msg="Migration successfully executed" id="create dashboard public config v1" duration=663.458µs
grafana  | logger=migrator t=2025-01-06T19:38:08.772505196Z level=info msg="Executing migration" id="drop index UQE_dashboard_public_config_uid - v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.772759819Z level=warn msg="Skipping migration: Already executed, but not recorded in migration log" id="drop index UQE_dashboard_public_config_uid - v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.778487011Z level=info msg="Executing migration" id="drop index IDX_dashboard_public_config_org_id_dashboard_uid - v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.778718459Z level=warn msg="Skipping migration: Already executed, but not recorded in migration log" id="drop index IDX_dashboard_public_config_org_id_dashboard_uid - v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.78274123Z level=info msg="Executing migration" id="Drop old dashboard public config table"
grafana  | logger=migrator t=2025-01-06T19:38:08.783136727Z level=info msg="Migration successfully executed" id="Drop old dashboard public config table" duration=395.308µs
grafana  | logger=migrator t=2025-01-06T19:38:08.788184551Z level=info msg="Executing migration" id="recreate dashboard public config v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.788945303Z level=info msg="Migration successfully executed" id="recreate dashboard public config v1" duration=760.495µs
grafana  | logger=migrator t=2025-01-06T19:38:08.792880396Z level=info msg="Executing migration" id="create index UQE_dashboard_public_config_uid - v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.793501272Z level=info msg="Migration successfully executed" id="create index UQE_dashboard_public_config_uid - v1" duration=621.014µs
grafana  | logger=migrator t=2025-01-06T19:38:08.795821118Z level=info msg="Executing migration" id="create index IDX_dashboard_public_config_org_id_dashboard_uid - v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.79645081Z level=info msg="Migration successfully executed" id="create index IDX_dashboard_public_config_org_id_dashboard_uid - v1" duration=629.728µs
grafana  | logger=migrator t=2025-01-06T19:38:08.799560244Z level=info msg="Executing migration" id="drop index UQE_dashboard_public_config_uid - v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.800282992Z level=info msg="Migration successfully executed" id="drop index UQE_dashboard_public_config_uid - v2" duration=722.362µs
grafana  | logger=migrator t=2025-01-06T19:38:08.804811023Z level=info msg="Executing migration" id="drop index IDX_dashboard_public_config_org_id_dashboard_uid - v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.805465537Z level=info msg="Migration successfully executed" id="drop index IDX_dashboard_public_config_org_id_dashboard_uid - v2" duration=654.501µs
grafana  | logger=migrator t=2025-01-06T19:38:08.809200961Z level=info msg="Executing migration" id="Drop public config table"
grafana  | logger=migrator t=2025-01-06T19:38:08.809785464Z level=info msg="Migration successfully executed" id="Drop public config table" duration=584.176µs
grafana  | logger=migrator t=2025-01-06T19:38:08.815509198Z level=info msg="Executing migration" id="Recreate dashboard public config v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.816391929Z level=info msg="Migration successfully executed" id="Recreate dashboard public config v2" duration=882.357µs
grafana  | logger=migrator t=2025-01-06T19:38:08.823205492Z level=info msg="Executing migration" id="create index UQE_dashboard_public_config_uid - v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.824233121Z level=info msg="Migration successfully executed" id="create index UQE_dashboard_public_config_uid - v2" duration=1.030744ms
grafana  | logger=migrator t=2025-01-06T19:38:08.826992773Z level=info msg="Executing migration" id="create index IDX_dashboard_public_config_org_id_dashboard_uid - v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.827705799Z level=info msg="Migration successfully executed" id="create index IDX_dashboard_public_config_org_id_dashboard_uid - v2" duration=712.875µs
grafana  | logger=migrator t=2025-01-06T19:38:08.830267712Z level=info msg="Executing migration" id="create index UQE_dashboard_public_config_access_token - v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.831059481Z level=info msg="Migration successfully executed" id="create index UQE_dashboard_public_config_access_token - v2" duration=791.582µs
grafana  | logger=migrator t=2025-01-06T19:38:08.833739102Z level=info msg="Executing migration" id="Rename table dashboard_public_config to dashboard_public - v2"
grafana  | logger=migrator t=2025-01-06T19:38:08.843284242Z level=info msg="Migration successfully executed" id="Rename table dashboard_public_config to dashboard_public - v2" duration=9.545536ms
grafana  | logger=migrator t=2025-01-06T19:38:08.846507083Z level=info msg="Executing migration" id="add annotations_enabled column"
grafana  | logger=migrator t=2025-01-06T19:38:08.849419957Z level=info msg="Migration successfully executed" id="add annotations_enabled column" duration=2.908735ms
grafana  | logger=migrator t=2025-01-06T19:38:08.85150584Z level=info msg="Executing migration" id="add time_selection_enabled column"
grafana  | logger=migrator t=2025-01-06T19:38:08.854555261Z level=info msg="Migration successfully executed" id="add time_selection_enabled column" duration=3.049066ms
grafana  | logger=migrator t=2025-01-06T19:38:08.860310929Z level=info msg="Executing migration" id="delete orphaned public dashboards"
grafana  | logger=migrator t=2025-01-06T19:38:08.860550433Z level=info msg="Migration successfully executed" id="delete orphaned public dashboards" duration=240.426µs
grafana  | logger=migrator t=2025-01-06T19:38:08.8664726Z level=info msg="Executing migration" id="add share column"
grafana  | logger=migrator t=2025-01-06T19:38:08.874057784Z level=info msg="Migration successfully executed" id="add share column" duration=7.585856ms
grafana  | logger=migrator t=2025-01-06T19:38:08.876612011Z level=info msg="Executing migration" id="backfill empty share column fields with default of public"
grafana  | logger=migrator t=2025-01-06T19:38:08.876814483Z level=info msg="Migration successfully executed" id="backfill empty share column fields with default of public" duration=203.066µs
grafana  | logger=migrator t=2025-01-06T19:38:08.879659901Z level=info msg="Executing migration" id="create file table"
grafana  | logger=migrator t=2025-01-06T19:38:08.880513809Z level=info msg="Migration successfully executed" id="create file table" duration=853.658µs
grafana  | logger=migrator t=2025-01-06T19:38:08.883233145Z level=info msg="Executing migration" id="file table idx: path natural pk"
grafana  | logger=migrator t=2025-01-06T19:38:08.884075039Z level=info msg="Migration successfully executed" id="file table idx: path natural pk" duration=843.939µs
grafana  | logger=migrator t=2025-01-06T19:38:08.88666687Z level=info msg="Executing migration" id="file table idx: parent_folder_path_hash fast folder retrieval"
grafana  | logger=migrator t=2025-01-06T19:38:08.887446885Z level=info msg="Migration successfully executed" id="file table idx: parent_folder_path_hash fast folder retrieval" duration=779.703µs
grafana  | logger=migrator t=2025-01-06T19:38:08.890160967Z level=info msg="Executing migration" id="create file_meta table"
grafana  | logger=migrator t=2025-01-06T19:38:08.89079875Z level=info msg="Migration successfully executed" id="create file_meta table" duration=639.645µs
grafana  | logger=migrator t=2025-01-06T19:38:08.89299859Z level=info msg="Executing migration" id="file table idx: path key"
grafana  | logger=migrator t=2025-01-06T19:38:08.8937364Z level=info msg="Migration successfully executed" id="file table idx: path key" duration=737.468µs
grafana  | logger=migrator t=2025-01-06T19:38:08.896296669Z level=info msg="Executing migration" id="set path collation in file table"
grafana  | logger=migrator t=2025-01-06T19:38:08.896352629Z level=info msg="Migration successfully executed" id="set path collation in file table" duration=56.376µs
grafana  | logger=migrator t=2025-01-06T19:38:08.898904704Z level=info msg="Executing migration" id="migrate contents column to mediumblob for MySQL"
grafana  | logger=migrator t=2025-01-06T19:38:08.898974021Z level=info msg="Migration successfully executed" id="migrate contents column to mediumblob for MySQL" duration=70.262µs
grafana  | logger=migrator t=2025-01-06T19:38:08.900962115Z level=info msg="Executing migration" id="managed permissions migration"
grafana  | logger=migrator t=2025-01-06T19:38:08.901345986Z level=info msg="Migration successfully executed" id="managed permissions migration" duration=384.207µs
grafana  | logger=migrator t=2025-01-06T19:38:08.903966487Z level=info msg="Executing migration" id="managed folder permissions alert actions migration"
grafana  | logger=migrator t=2025-01-06T19:38:08.904180392Z level=info msg="Migration successfully executed" id="managed folder permissions alert actions migration" duration=214.384µs
grafana  | logger=migrator t=2025-01-06T19:38:08.9068449Z level=info msg="Executing migration" id="RBAC action name migrator"
grafana  | logger=migrator t=2025-01-06T19:38:08.908171397Z level=info msg="Migration successfully executed" id="RBAC action name migrator" duration=1.325728ms
grafana  | logger=migrator t=2025-01-06T19:38:08.911484409Z level=info msg="Executing migration" id="Add UID column to playlist"
grafana  | logger=migrator t=2025-01-06T19:38:08.919306867Z level=info msg="Migration successfully executed" id="Add UID column to playlist" duration=7.822171ms
grafana  | logger=migrator t=2025-01-06T19:38:08.922457538Z level=info msg="Executing migration" id="Update uid column values in playlist"
grafana  | logger=migrator t=2025-01-06T19:38:08.922645914Z level=info msg="Migration successfully executed" id="Update uid column values in playlist" duration=188.86µs
grafana  | logger=migrator t=2025-01-06T19:38:08.924926221Z level=info msg="Executing migration" id="Add index for uid in playlist"
grafana  | logger=migrator t=2025-01-06T19:38:08.925896902Z level=info msg="Migration successfully executed" id="Add index for uid in playlist" duration=970.352µs
grafana  | logger=migrator t=2025-01-06T19:38:08.928261334Z level=info msg="Executing migration" id="update group index for alert rules"
grafana  | logger=migrator t=2025-01-06T19:38:08.928560873Z level=info msg="Migration successfully executed" id="update group index for alert rules" duration=300.731µs
grafana  | logger=migrator t=2025-01-06T19:38:08.931193855Z level=info msg="Executing migration" id="managed folder permissions alert actions repeated migration"
grafana  | logger=migrator t=2025-01-06T19:38:08.931436922Z level=info msg="Migration successfully executed" id="managed folder permissions alert actions repeated migration" duration=244.043µs
grafana  | logger=migrator t=2025-01-06T19:38:08.934450649Z level=info msg="Executing migration" id="admin only folder/dashboard permission"
grafana  | logger=migrator t=2025-01-06T19:38:08.9351773Z level=info msg="Migration successfully executed" id="admin only folder/dashboard permission" duration=726.928µs
grafana  | logger=migrator t=2025-01-06T19:38:08.938812098Z level=info msg="Executing migration" id="add action column to seed_assignment"
grafana  | logger=migrator t=2025-01-06T19:38:08.948406326Z level=info msg="Migration successfully executed" id="add action column to seed_assignment" duration=9.598548ms
grafana  | logger=migrator t=2025-01-06T19:38:08.951489935Z level=info msg="Executing migration" id="add scope column to seed_assignment"
grafana  | logger=migrator t=2025-01-06T19:38:08.959529521Z level=info msg="Migration successfully executed" id="add scope column to seed_assignment" duration=8.037726ms
grafana  | logger=migrator t=2025-01-06T19:38:08.963633573Z level=info msg="Executing migration" id="remove unique index builtin_role_role_name before nullable update"
grafana  | logger=migrator t=2025-01-06T19:38:08.965229437Z level=info msg="Migration successfully executed" id="remove unique index builtin_role_role_name before nullable update" duration=1.594998ms
grafana  | logger=migrator t=2025-01-06T19:38:08.969709611Z level=info msg="Executing migration" id="update seed_assignment role_name column to nullable"
grafana  | logger=migrator t=2025-01-06T19:38:09.002453706Z level=info msg="Migration successfully executed" id="update seed_assignment role_name column to nullable" duration=32.754411ms
grafana  | logger=migrator t=2025-01-06T19:38:09.006794488Z level=info msg="Executing migration" id="add unique index builtin_role_name back"
grafana  | logger=migrator t=2025-01-06T19:38:09.007299345Z level=info msg="Migration successfully executed" id="add unique index builtin_role_name back" duration=504.737µs
grafana  | logger=migrator t=2025-01-06T19:38:09.009106791Z level=info msg="Executing migration" id="add unique index builtin_role_action_scope"
grafana  | logger=migrator t=2025-01-06T19:38:09.009609272Z level=info msg="Migration successfully executed" id="add unique index builtin_role_action_scope" duration=502.271µs
grafana  | logger=migrator t=2025-01-06T19:38:09.011869414Z level=info msg="Executing migration" id="add primary key to seed_assigment"
grafana  | logger=migrator t=2025-01-06T19:38:09.021044588Z level=info msg="Migration successfully executed" id="add primary key to seed_assigment" duration=9.174725ms
grafana  | logger=migrator t=2025-01-06T19:38:09.024909789Z level=info msg="Executing migration" id="add origin column to seed_assignment"
grafana  | logger=migrator t=2025-01-06T19:38:09.027882472Z level=info msg="Migration successfully executed" id="add origin column to seed_assignment" duration=2.972453ms
grafana  | logger=migrator t=2025-01-06T19:38:09.032047625Z level=info msg="Executing migration" id="add origin to plugin seed_assignment"
grafana  | logger=migrator t=2025-01-06T19:38:09.032196555Z level=info msg="Migration successfully executed" id="add origin to plugin seed_assignment" duration=149.275µs
grafana  | logger=migrator t=2025-01-06T19:38:09.034621997Z level=info msg="Executing migration" id="prevent seeding OnCall access"
grafana  | logger=migrator t=2025-01-06T19:38:09.034742273Z level=info msg="Migration successfully executed" id="prevent seeding OnCall access" duration=120.517µs
grafana  | logger=migrator t=2025-01-06T19:38:09.036693708Z level=info msg="Executing migration" id="managed folder permissions alert actions repeated fixed migration"
grafana  | logger=migrator t=2025-01-06T19:38:09.036867568Z level=info msg="Migration successfully executed" id="managed folder permissions alert actions repeated fixed migration" duration=171.89µs
grafana  | logger=migrator t=2025-01-06T19:38:09.039364013Z level=info msg="Executing migration" id="managed folder permissions library panel actions migration"
grafana  | logger=migrator t=2025-01-06T19:38:09.039550551Z level=info msg="Migration successfully executed" id="managed folder permissions library panel actions migration" duration=186.983µs
grafana  | logger=migrator t=2025-01-06T19:38:09.042536278Z level=info msg="Executing migration" id="migrate external alertmanagers to datsourcse"
grafana  | logger=migrator t=2025-01-06T19:38:09.042790216Z level=info msg="Migration successfully executed" id="migrate external alertmanagers to datsourcse" duration=254.048µs
grafana  | logger=migrator t=2025-01-06T19:38:09.045896716Z level=info msg="Executing migration" id="create folder table"
grafana  | logger=migrator t=2025-01-06T19:38:09.047355657Z level=info msg="Migration successfully executed" id="create folder table" duration=1.458211ms
grafana  | logger=migrator t=2025-01-06T19:38:09.055728496Z level=info msg="Executing migration" id="Add index for parent_uid"
grafana  | logger=migrator t=2025-01-06T19:38:09.058472458Z level=info msg="Migration successfully executed" id="Add index for parent_uid" duration=2.746509ms
grafana  | logger=migrator t=2025-01-06T19:38:09.063141992Z level=info msg="Executing migration" id="Add unique index for folder.uid and folder.org_id"
grafana  | logger=migrator t=2025-01-06T19:38:09.064081141Z level=info msg="Migration successfully executed" id="Add unique index for folder.uid and folder.org_id" duration=939.386µs
grafana  | logger=migrator t=2025-01-06T19:38:09.067383541Z level=info msg="Executing migration" id="Update folder title length"
grafana  | logger=migrator t=2025-01-06T19:38:09.067445595Z level=info msg="Migration successfully executed" id="Update folder title length" duration=64.321µs
grafana  | logger=migrator t=2025-01-06T19:38:09.07050848Z level=info msg="Executing migration" id="Add unique index for folder.title and folder.parent_uid"
grafana  | logger=migrator t=2025-01-06T19:38:09.071224232Z level=info msg="Migration successfully executed" id="Add unique index for folder.title and folder.parent_uid" duration=715.46µs
grafana  | logger=migrator t=2025-01-06T19:38:09.075049827Z level=info msg="Executing migration" id="Remove unique index for folder.title and folder.parent_uid"
grafana  | logger=migrator t=2025-01-06T19:38:09.07587276Z level=info msg="Migration successfully executed" id="Remove unique index for folder.title and folder.parent_uid" duration=822.778µs
grafana  | logger=migrator t=2025-01-06T19:38:09.079331989Z level=info msg="Executing migration" id="Add unique index for title, parent_uid, and org_id"
grafana  | logger=migrator t=2025-01-06T19:38:09.080491156Z level=info msg="Migration successfully executed" id="Add unique index for title, parent_uid, and org_id" duration=1.158728ms
grafana  | logger=migrator t=2025-01-06T19:38:09.08340962Z level=info msg="Executing migration" id="Sync dashboard and folder table"
grafana  | logger=migrator t=2025-01-06T19:38:09.083911599Z level=info msg="Migration successfully executed" id="Sync dashboard and folder table" duration=501.782µs
grafana  | logger=migrator t=2025-01-06T19:38:09.08655444Z level=info msg="Executing migration" id="Remove ghost folders from the folder table"
grafana  | logger=migrator t=2025-01-06T19:38:09.086911179Z level=info msg="Migration successfully executed" id="Remove ghost folders from the folder table" duration=356.906µs
grafana  | logger=migrator t=2025-01-06T19:38:09.089179962Z level=info msg="Executing migration" id="Remove unique index UQE_folder_uid_org_id"
grafana  | logger=migrator t=2025-01-06T19:38:09.090217066Z level=info msg="Migration successfully executed" id="Remove unique index UQE_folder_uid_org_id" duration=1.036637ms
grafana  | logger=migrator t=2025-01-06T19:38:09.092966035Z level=info msg="Executing migration" id="Add unique index UQE_folder_org_id_uid"
grafana  | logger=migrator t=2025-01-06T19:38:09.093905149Z level=info msg="Migration successfully executed" id="Add unique index UQE_folder_org_id_uid" duration=938.771µs
grafana  | logger=migrator t=2025-01-06T19:38:09.0967518Z level=info msg="Executing migration" id="Remove unique index UQE_folder_title_parent_uid_org_id"
grafana  | logger=migrator t=2025-01-06T19:38:09.097597703Z level=info msg="Migration successfully executed" id="Remove unique index UQE_folder_title_parent_uid_org_id" duration=845.77µs
grafana  | logger=migrator t=2025-01-06T19:38:09.100147548Z level=info msg="Executing migration" id="Add unique index UQE_folder_org_id_parent_uid_title"
grafana  | logger=migrator t=2025-01-06T19:38:09.101070487Z level=info msg="Migration successfully executed" id="Add unique index UQE_folder_org_id_parent_uid_title" duration=922.544µs
grafana  | logger=migrator t=2025-01-06T19:38:09.103558636Z level=info msg="Executing migration" id="Remove index IDX_folder_parent_uid_org_id"
grafana  | logger=migrator t=2025-01-06T19:38:09.104359581Z level=info msg="Migration successfully executed" id="Remove index IDX_folder_parent_uid_org_id" duration=800.801µs
grafana  | logger=migrator t=2025-01-06T19:38:09.10732822Z level=info msg="Executing migration" id="create anon_device table"
grafana  | logger=migrator t=2025-01-06T19:38:09.108065759Z level=info msg="Migration successfully executed" id="create anon_device table" duration=736.937µs
grafana  | logger=migrator t=2025-01-06T19:38:09.110463969Z level=info msg="Executing migration" id="add unique index anon_device.device_id"
grafana  | logger=migrator t=2025-01-06T19:38:09.11126492Z level=info msg="Migration successfully executed" id="add unique index anon_device.device_id" duration=800.632µs
grafana  | logger=migrator t=2025-01-06T19:38:09.114546703Z level=info msg="Executing migration" id="add index anon_device.updated_at"
grafana  | logger=migrator t=2025-01-06T19:38:09.115356516Z level=info msg="Migration successfully executed" id="add index anon_device.updated_at" duration=809.711µs
grafana  | logger=migrator t=2025-01-06T19:38:09.122953921Z level=info msg="Executing migration" id="create signing_key table"
grafana  | logger=migrator t=2025-01-06T19:38:09.124535027Z level=info msg="Migration successfully executed" id="create signing_key table" duration=1.585688ms
grafana  | logger=migrator t=2025-01-06T19:38:09.127858741Z level=info msg="Executing migration" id="add unique index signing_key.key_id"
grafana  | logger=migrator t=2025-01-06T19:38:09.128550843Z level=info msg="Migration successfully executed" id="add unique index signing_key.key_id" duration=684.729µs
grafana  | logger=migrator t=2025-01-06T19:38:09.135631421Z level=info msg="Executing migration" id="set legacy alert migration status in kvstore"
grafana  | logger=migrator t=2025-01-06T19:38:09.136644258Z level=info msg="Migration successfully executed" id="set legacy alert migration status in kvstore" duration=1.01361ms
grafana  | logger=migrator t=2025-01-06T19:38:09.139074238Z level=info msg="Executing migration" id="migrate record of created folders during legacy migration to kvstore"
grafana  | logger=migrator t=2025-01-06T19:38:09.139439285Z level=info msg="Migration successfully executed" id="migrate record of created folders during legacy migration to kvstore" duration=366.903µs
grafana  | logger=migrator t=2025-01-06T19:38:09.142469283Z level=info msg="Executing migration" id="Add folder_uid for dashboard"
grafana  | logger=migrator t=2025-01-06T19:38:09.147069844Z level=info msg="Migration successfully executed" id="Add folder_uid for dashboard" duration=4.600751ms
grafana  | logger=migrator t=2025-01-06T19:38:09.149874249Z level=info msg="Executing migration" id="Populate dashboard folder_uid column"
grafana  | logger=migrator t=2025-01-06T19:38:09.150332966Z level=info msg="Migration successfully executed" id="Populate dashboard folder_uid column" duration=459.456µs
grafana  | logger=migrator t=2025-01-06T19:38:09.152309803Z level=info msg="Executing migration" id="Add unique index for dashboard_org_id_folder_uid_title"
grafana  | logger=migrator t=2025-01-06T19:38:09.152326294Z level=info msg="Migration successfully executed" id="Add unique index for dashboard_org_id_folder_uid_title" duration=17.082µs
grafana  | logger=migrator t=2025-01-06T19:38:09.154457903Z level=info msg="Executing migration" id="Delete unique index for dashboard_org_id_folder_id_title"
grafana  | logger=migrator t=2025-01-06T19:38:09.155214198Z level=info msg="Migration successfully executed" id="Delete unique index for dashboard_org_id_folder_id_title" duration=756.115µs
grafana  | logger=migrator t=2025-01-06T19:38:09.157146372Z level=info msg="Executing migration" id="Delete unique index for dashboard_org_id_folder_uid_title"
grafana  | logger=migrator t=2025-01-06T19:38:09.15716193Z level=info msg="Migration successfully executed" id="Delete unique index for dashboard_org_id_folder_uid_title" duration=16.408µs
grafana  | logger=migrator t=2025-01-06T19:38:09.159565137Z level=info msg="Executing migration" id="Add unique index for dashboard_org_id_folder_uid_title_is_folder"
grafana  | logger=migrator t=2025-01-06T19:38:09.160465873Z level=info msg="Migration successfully executed" id="Add unique index for dashboard_org_id_folder_uid_title_is_folder" duration=898.16µs
grafana  | logger=migrator t=2025-01-06T19:38:09.162850851Z level=info msg="Executing migration" id="Restore index for dashboard_org_id_folder_id_title"
grafana  | logger=migrator t=2025-01-06T19:38:09.163633173Z level=info msg="Migration successfully executed" id="Restore index for dashboard_org_id_folder_id_title" duration=782.094µs
grafana  | logger=migrator t=2025-01-06T19:38:09.165912123Z level=info msg="Executing migration" id="create sso_setting table"
grafana  | logger=migrator t=2025-01-06T19:38:09.166639278Z level=info msg="Migration successfully executed" id="create sso_setting table" duration=727.004µs
grafana  | logger=migrator t=2025-01-06T19:38:09.168899347Z level=info msg="Executing migration" id="copy kvstore migration status to each org"
grafana  | logger=migrator t=2025-01-06T19:38:09.169459262Z level=info msg="Migration successfully executed" id="copy kvstore migration status to each org" duration=560.518µs
grafana  | logger=migrator t=2025-01-06T19:38:09.172108441Z level=info msg="Executing migration" id="add back entry for orgid=0 migrated status"
grafana  | logger=migrator t=2025-01-06T19:38:09.172336035Z level=info msg="Migration successfully executed" id="add back entry for orgid=0 migrated status" duration=228.252µs
grafana  | logger=migrator t=2025-01-06T19:38:09.174798523Z level=info msg="Executing migration" id="managed dashboard permissions annotation actions migration"
grafana  | logger=migrator t=2025-01-06T19:38:09.17534861Z level=info msg="Migration successfully executed" id="managed dashboard permissions annotation actions migration" duration=549.572µs
grafana  | logger=migrator t=2025-01-06T19:38:09.178009069Z level=info msg="Executing migration" id="create cloud_migration table v1"
grafana  | logger=migrator t=2025-01-06T19:38:09.178866828Z level=info msg="Migration successfully executed" id="create cloud_migration table v1" duration=857.27µs
grafana  | logger=migrator t=2025-01-06T19:38:09.187306976Z level=info msg="Executing migration" id="create cloud_migration_run table v1"
grafana  | logger=migrator t=2025-01-06T19:38:09.188148525Z level=info msg="Migration successfully executed" id="create cloud_migration_run table v1" duration=845.568µs
grafana  | logger=migrator t=2025-01-06T19:38:09.190706753Z level=info msg="Executing migration" id="add stack_id column"
grafana  | logger=migrator t=2025-01-06T19:38:09.194422003Z level=info msg="Migration successfully executed" id="add stack_id column" duration=3.716538ms
grafana  | logger=migrator t=2025-01-06T19:38:09.199591207Z level=info msg="Executing migration" id="add region_slug column"
grafana  | logger=migrator t=2025-01-06T19:38:09.203494442Z level=info msg="Migration successfully executed" id="add region_slug column" duration=3.902579ms
grafana  | logger=migrator t=2025-01-06T19:38:09.206233324Z level=info msg="Executing migration" id="add cluster_slug column"
grafana  | logger=migrator t=2025-01-06T19:38:09.211278875Z level=info msg="Migration successfully executed" id="add cluster_slug column" duration=5.047771ms
grafana  | logger=migrator t=2025-01-06T19:38:09.213603615Z level=info msg="Executing migration" id="add migration uid column"
grafana  | logger=migrator t=2025-01-06T19:38:09.217278579Z level=info msg="Migration successfully executed" id="add migration uid column" duration=3.675033ms
grafana  | logger=migrator t=2025-01-06T19:38:09.219191214Z level=info msg="Executing migration" id="Update uid column values for migration"
grafana  | logger=migrator t=2025-01-06T19:38:09.219301362Z level=info msg="Migration successfully executed" id="Update uid column values for migration" duration=110.496µs
grafana  | logger=migrator t=2025-01-06T19:38:09.221077948Z level=info msg="Executing migration" id="Add unique index migration_uid"
grafana  | logger=migrator t=2025-01-06T19:38:09.221599861Z level=info msg="Migration successfully executed" id="Add unique index migration_uid" duration=521.738µs
grafana  | logger=migrator t=2025-01-06T19:38:09.223516094Z level=info msg="Executing migration" id="add migration run uid column"
grafana  | logger=migrator t=2025-01-06T19:38:09.226511271Z level=info msg="Migration successfully executed" id="add migration run uid column" duration=2.994893ms
grafana  | logger=migrator t=2025-01-06T19:38:09.22871659Z level=info msg="Executing migration" id="Update uid column values for migration run"
grafana  | logger=migrator t=2025-01-06T19:38:09.228812252Z level=info msg="Migration successfully executed" id="Update uid column values for migration run" duration=95.941µs
grafana  | logger=migrator t=2025-01-06T19:38:09.230773674Z level=info msg="Executing migration" id="Add unique index migration_run_uid"
grafana  | logger=migrator t=2025-01-06T19:38:09.231253031Z level=info msg="Migration successfully executed" id="Add unique index migration_run_uid" duration=477.702µs
grafana  | logger=migrator t=2025-01-06T19:38:09.23300161Z level=info msg="Executing migration" id="Rename table cloud_migration to cloud_migration_session_tmp_qwerty - v1"
grafana  | logger=migrator t=2025-01-06T19:38:09.241896498Z level=info msg="Migration successfully executed" id="Rename table cloud_migration to cloud_migration_session_tmp_qwerty - v1" duration=8.894512ms
