grafana  | Grafana server is running with elevated privileges. This is not recommended
grafana  | logger=migrator t=2025-01-06T19:38:07.816648452Z level=info msg="Migration successfully executed" id="create test_data table" duration=422.093µs
grafana  | logger=migrator t=2025-01-06T19:38:07.819575536Z level=info msg="Executing migration" id="create dashboard_version table v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.82003929Z level=info msg="Migration successfully executed" id="create dashboard_version table v1" duration=462.531µs
grafana  | logger=migrator t=2025-01-06T19:38:07.822494864Z level=info msg="Executing migration" id="add index dashboard_version.dashboard_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.823024466Z level=info msg="Migration successfully executed" id="add index dashboard_version.dashboard_id" duration=529.3µs
grafana  | logger=migrator t=2025-01-06T19:38:07.824912021Z level=info msg="Executing migration" id="add unique index dashboard_version.dashboard_id and dashboard_version.version"
grafana  | logger=migrator t=2025-01-06T19:38:07.8253949Z level=info msg="Migration successfully executed" id="add unique index dashboard_version.dashboard_id and dashboard_version.version" duration=482.617µs
grafana  | logger=migrator t=2025-01-06T19:38:07.827620493Z level=info msg="Executing migration" id="Set dashboard version to 1 where 0"
grafana  | logger=migrator t=2025-01-06T19:38:07.827745129Z level=info msg="Migration successfully executed" id="Set dashboard version to 1 where 0" duration=123.53µs
grafana  | logger=migrator t=2025-01-06T19:38:07.829827984Z level=info msg="Executing migration" id="save existing dashboard data in dashboard_version table v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.830051661Z level=info msg="Migration successfully executed" id="save existing dashboard data in dashboard_version table v1" duration=223.855µs
grafana  | logger=migrator t=2025-01-06T19:38:07.831971387Z level=info msg="Executing migration" id="alter dashboard_version.data to mediumtext v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.832019218Z level=info msg="Migration successfully executed" id="alter dashboard_version.data to mediumtext v1" duration=48.432µs
grafana  | logger=migrator t=2025-01-06T19:38:07.83401978Z level=info msg="Executing migration" id="create team table"
grafana  | logger=migrator t=2025-01-06T19:38:07.834487608Z level=info msg="Migration successfully executed" id="create team table" duration=467.603µs
grafana  | logger=migrator t=2025-01-06T19:38:07.836522353Z level=info msg="Executing migration" id="add index team.org_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.837171188Z level=info msg="Migration successfully executed" id="add index team.org_id" duration=647.501µs
grafana  | logger=migrator t=2025-01-06T19:38:07.839771558Z level=info msg="Executing migration" id="add unique index team_org_id_name"
grafana  | logger=migrator t=2025-01-06T19:38:07.840374537Z level=info msg="Migration successfully executed" id="add unique index team_org_id_name" duration=602.533µs
grafana  | logger=migrator t=2025-01-06T19:38:07.842610147Z level=info msg="Executing migration" id="Add column uid in team"
grafana  | logger=migrator t=2025-01-06T19:38:07.845851662Z level=info msg="Migration successfully executed" id="Add column uid in team" duration=3.239978ms
grafana  | logger=migrator t=2025-01-06T19:38:07.8489827Z level=info msg="Executing migration" id="Update uid column values in team"
grafana  | logger=migrator t=2025-01-06T19:38:07.849230359Z level=info msg="Migration successfully executed" id="Update uid column values in team" duration=248.489µs
grafana  | logger=migrator t=2025-01-06T19:38:07.852185855Z level=info msg="Executing migration" id="Add unique index team_org_id_uid"
grafana  | logger=migrator t=2025-01-06T19:38:07.853299908Z level=info msg="Migration successfully executed" id="Add unique index team_org_id_uid" duration=1.113085ms
grafana  | logger=migrator t=2025-01-06T19:38:07.856392977Z level=info msg="Executing migration" id="create team member table"
grafana  | logger=migrator t=2025-01-06T19:38:07.857417594Z level=info msg="Migration successfully executed" id="create team member table" duration=1.024071ms
grafana  | logger=migrator t=2025-01-06T19:38:07.860310801Z level=info msg="Executing migration" id="add index team_member.org_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.861170879Z level=info msg="Migration successfully executed" id="add index team_member.org_id" duration=859.331µs
grafana  | logger=migrator t=2025-01-06T19:38:07.86452505Z level=info msg="Executing migration" id="add unique index team_member_org_id_team_id_user_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.865529878Z level=info msg="Migration successfully executed" id="add unique index team_member_org_id_team_id_user_id" duration=1.005721ms
grafana  | logger=migrator t=2025-01-06T19:38:07.86915721Z level=info msg="Executing migration" id="add index team_member.team_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.870557081Z level=info msg="Migration successfully executed" id="add index team_member.team_id" duration=1.398748ms
grafana  | logger=migrator t=2025-01-06T19:38:07.874982293Z level=info msg="Executing migration" id="Add column email to team table"
grafana  | logger=migrator t=2025-01-06T19:38:07.880928726Z level=info msg="Migration successfully executed" id="Add column email to team table" duration=5.945668ms
grafana  | logger=migrator t=2025-01-06T19:38:07.884378721Z level=info msg="Executing migration" id="Add column external to team_member table"
grafana  | logger=migrator t=2025-01-06T19:38:07.888606192Z level=info msg="Migration successfully executed" id="Add column external to team_member table" duration=4.228342ms
grafana  | logger=migrator t=2025-01-06T19:38:07.89132061Z level=info msg="Executing migration" id="Add column permission to team_member table"
grafana  | logger=migrator t=2025-01-06T19:38:07.894302066Z level=info msg="Migration successfully executed" id="Add column permission to team_member table" duration=2.980605ms
grafana  | logger=migrator t=2025-01-06T19:38:07.897113068Z level=info msg="Executing migration" id="add unique index team_member_user_id_org_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.898319354Z level=info msg="Migration successfully executed" id="add unique index team_member_user_id_org_id" duration=1.208418ms
grafana  | logger=migrator t=2025-01-06T19:38:07.902957504Z level=info msg="Executing migration" id="create dashboard acl table"
grafana  | logger=migrator t=2025-01-06T19:38:07.904308273Z level=info msg="Migration successfully executed" id="create dashboard acl table" duration=1.350671ms
grafana  | logger=migrator t=2025-01-06T19:38:07.907837242Z level=info msg="Executing migration" id="add index dashboard_acl_dashboard_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.909018484Z level=info msg="Migration successfully executed" id="add index dashboard_acl_dashboard_id" duration=1.180982ms
grafana  | logger=migrator t=2025-01-06T19:38:07.912152652Z level=info msg="Executing migration" id="add unique index dashboard_acl_dashboard_id_user_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.913093154Z level=info msg="Migration successfully executed" id="add unique index dashboard_acl_dashboard_id_user_id" duration=940.064µs
grafana  | logger=migrator t=2025-01-06T19:38:07.915775213Z level=info msg="Executing migration" id="add unique index dashboard_acl_dashboard_id_team_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.916605633Z level=info msg="Migration successfully executed" id="add unique index dashboard_acl_dashboard_id_team_id" duration=830.249µs
grafana  | logger=migrator t=2025-01-06T19:38:07.919661899Z level=info msg="Executing migration" id="add index dashboard_acl_user_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.920501348Z level=info msg="Migration successfully executed" id="add index dashboard_acl_user_id" duration=839.481µs
grafana  | logger=migrator t=2025-01-06T19:38:07.923204418Z level=info msg="Executing migration" id="add index dashboard_acl_team_id"
grafana  | logger=migrator t=2025-01-06T19:38:07.923943094Z level=info msg="Migration successfully executed" id="add index dashboard_acl_team_id" duration=738.318µs
grafana  | logger=migrator t=2025-01-06T19:38:07.926531852Z level=info msg="Executing migration" id="add index dashboard_acl_org_id_role"
grafana  | logger=migrator t=2025-01-06T19:38:07.927266212Z level=info msg="Migration successfully executed" id="add index dashboard_acl_org_id_role" duration=734.038µs
grafana  | logger=migrator t=2025-01-06T19:38:07.929777717Z level=info msg="Executing migration" id="add index dashboard_permission"
grafana  | logger=migrator t=2025-01-06T19:38:07.930566496Z level=info msg="Migration successfully executed" id="add index dashboard_permission" duration=782.771µs
grafana  | logger=migrator t=2025-01-06T19:38:07.932929342Z level=info msg="Executing migration" id="save default acl rules in dashboard_acl table"
grafana  | logger=migrator t=2025-01-06T19:38:07.933327799Z level=info msg="Migration successfully executed" id="save default acl rules in dashboard_acl table" duration=398.16µs
grafana  | logger=migrator t=2025-01-06T19:38:07.93568435Z level=info msg="Executing migration" id="delete acl rules for deleted dashboards and folders"
grafana  | logger=migrator t=2025-01-06T19:38:07.935861555Z level=info msg="Migration successfully executed" id="delete acl rules for deleted dashboards and folders" duration=190.242µs
grafana  | logger=migrator t=2025-01-06T19:38:07.938124347Z level=info msg="Executing migration" id="create tag table"
grafana  | logger=migrator t=2025-01-06T19:38:07.938570384Z level=info msg="Migration successfully executed" id="create tag table" duration=445.841µs
grafana  | logger=migrator t=2025-01-06T19:38:07.94060506Z level=info msg="Executing migration" id="add index tag.key_value"
grafana  | logger=migrator t=2025-01-06T19:38:07.941177382Z level=info msg="Migration successfully executed" id="add index tag.key_value" duration=570.394µs
grafana  | logger=migrator t=2025-01-06T19:38:07.944149878Z level=info msg="Executing migration" id="create login attempt table"
grafana  | logger=migrator t=2025-01-06T19:38:07.944601183Z level=info msg="Migration successfully executed" id="create login attempt table" duration=451.056µs
grafana  | logger=migrator t=2025-01-06T19:38:07.947619192Z level=info msg="Executing migration" id="add index login_attempt.username"
grafana  | logger=migrator t=2025-01-06T19:38:07.948255633Z level=info msg="Migration successfully executed" id="add index login_attempt.username" duration=636.424µs
grafana  | logger=migrator t=2025-01-06T19:38:07.950762765Z level=info msg="Executing migration" id="drop index IDX_login_attempt_username - v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.951333231Z level=info msg="Migration successfully executed" id="drop index IDX_login_attempt_username - v1" duration=570.776µs
grafana  | logger=migrator t=2025-01-06T19:38:07.953575244Z level=info msg="Executing migration" id="Rename table login_attempt to login_attempt_tmp_qwerty - v1"
grafana  | logger=migrator t=2025-01-06T19:38:07.958707985Z level=info msg="Migration successfully executed" id="Rename table login_attempt to login_attempt_tmp_qwerty - v1" duration=5.132771ms
grafana  | logger=migrator t=2025-01-06T19:38:07.960745162Z level=info msg="Executing migration" id="create login_attempt v2"
grafana  | logger=migrator t=2025-01-06T19:38:07.961079635Z level=info msg="Migration successfully executed" id="create login_attempt v2" duration=334.406µs
grafana  | logger=migrator t=2025-01-06T19:38:07.96332789Z level=info msg="Executing migration" id="create index IDX_login_attempt_username - v2"
grafana  | logger=migrator t=2025-01-06T19:38:07.963751337Z level=info msg="Migration successfully executed" id="create index IDX_login_attempt_username - v2" duration=423.065µs
grafana  | logger=migrator t=2025-01-06T19:38:07.965777334Z level=info msg="Executing migration" id="copy login_attempt v1 to v2"
